date,state,district,pincode,demo_age_5_17,demo_age_17_
19-10-2025,Maharashtra,Mumbai Suburban,400086,5,13
19-10-2025,Maharashtra,Mumbai Suburban,400092,1,11
19-10-2025,Maharashtra,Mumbai Suburban,400095,2,41
19-10-2025,Maharashtra,Mumbai Suburban,400098,1,2
28-10-2025,Maharashtra,Mumbai Suburban,400056,0,6
28-10-2025,Maharashtra,Mumbai Suburban,400058,3,23
28-10-2025,Maharashtra,Mumbai Suburban,400061,0,12
28-10-2025,Maharashtra,Mumbai Suburban,400069,1,14
28-10-2025,Maharashtra,Mumbai Suburban,400074,1,18
28-10-2025,Maharashtra,Mumbai Suburban,400084,1,6
28-10-2025,Maharashtra,Mumbai Suburban,400095,4,32
28-10-2025,Maharashtra,Mumbai Suburban,400103,0,10
27-10-2025,Maharashtra,Mumbai Suburban,400059,1,14
27-10-2025,Maharashtra,Mumbai Suburban,400070,6,31
27-10-2025,Maharashtra,Mumbai Suburban,400071,3,17
27-10-2025,Maharashtra,Mumbai Suburban,400076,1,2
27-10-2025,Maharashtra,Mumbai Suburban,400077,0,12
27-10-2025,Maharashtra,Mumbai Suburban,400079,0,5
27-10-2025,Maharashtra,Mumbai Suburban,400080,2,22
27-10-2025,Maharashtra,Mumbai Suburban,400081,3,7
27-10-2025,Maharashtra,Mumbai Suburban,400086,3,18
27-10-2025,Maharashtra,Mumbai Suburban,400091,0,6
27-10-2025,Maharashtra,Mumbai Suburban,400102,0,20
27-10-2025,Maharashtra,Mumbai Suburban,400103,0,7
29-10-2025,Maharashtra,Mumbai Suburban,400059,2,8
29-10-2025,Maharashtra,Mumbai Suburban,400065,1,10
29-10-2025,Maharashtra,Mumbai Suburban,400075,0,15
29-10-2025,Maharashtra,Mumbai Suburban,400077,0,6
29-10-2025,Maharashtra,Mumbai Suburban,400078,1,13
29-10-2025,Maharashtra,Mumbai Suburban,400087,1,1
29-10-2025,Maharashtra,Mumbai Suburban,400088,0,13
29-10-2025,Maharashtra,Mumbai Suburban,400091,0,6
29-10-2025,Maharashtra,Mumbai Suburban,400093,0,13
30-10-2025,Maharashtra,Mumbai Suburban,400052,2,4
30-10-2025,Maharashtra,Mumbai Suburban,400067,1,40
30-10-2025,Maharashtra,Mumbai Suburban,400071,0,15
30-10-2025,Maharashtra,Mumbai Suburban,400083,0,8
30-10-2025,Maharashtra,Mumbai Suburban,400084,1,3
30-10-2025,Maharashtra,Mumbai Suburban,400086,3,11
30-10-2025,Maharashtra,Mumbai Suburban,400089,1,9
30-10-2025,Maharashtra,Mumbai Suburban,400097,2,38
01-11-2025,Maharashtra,Mumbai Suburban,400042,4,15
01-11-2025,Maharashtra,Mumbai Suburban,400052,1,8
01-11-2025,Maharashtra,Mumbai Suburban,400054,1,11
01-11-2025,Maharashtra,Mumbai Suburban,400055,3,20
01-11-2025,Maharashtra,Mumbai Suburban,400059,4,20
01-11-2025,Maharashtra,Mumbai Suburban,400061,2,13
01-11-2025,Maharashtra,Mumbai Suburban,400069,2,17
01-11-2025,Maharashtra,Mumbai Suburban,400070,7,31
01-11-2025,Maharashtra,Mumbai Suburban,400079,1,13
01-11-2025,Maharashtra,Mumbai Suburban,400080,3,25
01-11-2025,Maharashtra,Mumbai Suburban,400087,1,7
01-11-2025,Maharashtra,Mumbai Suburban,400092,2,31
01-11-2025,Maharashtra,Mumbai Suburban,400093,2,20
01-11-2025,Maharashtra,Mumbai Suburban,400098,1,4
01-11-2025,Maharashtra,Mumbai Suburban,400103,1,17
31-10-2025,Maharashtra,Mumbai Suburban,400054,0,12
31-10-2025,Maharashtra,Mumbai Suburban,400059,3,25
31-10-2025,Maharashtra,Mumbai Suburban,400061,1,23
31-10-2025,Maharashtra,Mumbai Suburban,400065,2,17
31-10-2025,Maharashtra,Mumbai Suburban,400067,3,60
31-10-2025,Maharashtra,Mumbai Suburban,400069,1,13
31-10-2025,Maharashtra,Mumbai Suburban,400072,6,74
31-10-2025,Maharashtra,Mumbai Suburban,400084,1,3
31-10-2025,Maharashtra,Mumbai Suburban,400097,5,55
02-11-2025,Maharashtra,Mumbai Suburban,400049,1,8
02-11-2025,Maharashtra,Mumbai Suburban,400065,1,15
02-11-2025,Maharashtra,Mumbai Suburban,400075,0,10
02-11-2025,Maharashtra,Mumbai Suburban,400094,2,4
02-11-2025,Maharashtra,Mumbai Suburban,400098,0,1
02-11-2025,Maharashtra,Mumbai Suburban,400104,5,18
03-11-2025,Maharashtra,Mumbai Suburban,400051,5,38
03-11-2025,Maharashtra,Mumbai Suburban,400056,0,9
03-11-2025,Maharashtra,Mumbai Suburban,400061,0,22
03-11-2025,Maharashtra,Mumbai Suburban,400068,5,80
03-11-2025,Maharashtra,Mumbai Suburban,400072,13,87
03-11-2025,Maharashtra,Mumbai Suburban,400078,9,58
03-11-2025,Maharashtra,Mumbai Suburban,400083,1,22
03-11-2025,Maharashtra,Mumbai Suburban,400084,0,13
03-11-2025,Maharashtra,Mumbai Suburban,400087,1,4
03-11-2025,Maharashtra,Mumbai Suburban,400089,1,23
03-11-2025,Maharashtra,Mumbai Suburban,400091,2,15
03-11-2025,Maharashtra,Mumbai Suburban,400094,4,7
03-11-2025,Maharashtra,Mumbai Suburban,400101,8,63
03-11-2025,Maharashtra,Mumbai Suburban,400103,3,19
04-11-2025,Maharashtra,Mumbai Suburban,400052,1,7
04-11-2025,Maharashtra,Mumbai Suburban,400060,2,8
04-11-2025,Maharashtra,Mumbai Suburban,400084,1,4
04-11-2025,Maharashtra,Mumbai Suburban,400093,2,11
09-12-2025,Maharashtra,Mumbai Suburban,400029,0,5
09-12-2025,Maharashtra,Mumbai Suburban,400052,2,8
09-12-2025,Maharashtra,Mumbai Suburban,400055,0,16
09-12-2025,Maharashtra,Mumbai Suburban,400057,0,17
09-12-2025,Maharashtra,Mumbai Suburban,400064,3,24
09-12-2025,Maharashtra,Mumbai Suburban,400071,3,29
09-12-2025,Maharashtra,Mumbai Suburban,400074,3,19
09-12-2025,Maharashtra,Mumbai Suburban,400086,1,26
09-12-2025,Maharashtra,Mumbai Suburban,400098,0,5
09-12-2025,Maharashtra,Mumbai Suburban,400099,0,12
09-12-2025,Maharashtra,Mumbai Suburban,400103,1,14
09-12-2025,Maharashtra,Mumbai Suburban,400104,2,39
10-12-2025,Maharashtra,Mumbai Suburban,400024,1,7
10-12-2025,Maharashtra,Mumbai Suburban,400042,1,13
10-12-2025,Maharashtra,Mumbai Suburban,400050,2,13
10-12-2025,Maharashtra,Mumbai Suburban,400067,10,51
10-12-2025,Maharashtra,Mumbai Suburban,400078,6,34
10-12-2025,Maharashtra,Mumbai Suburban,400081,0,13
10-12-2025,Maharashtra,Mumbai Suburban,400094,1,7
10-12-2025,Maharashtra,Mumbai Suburban,400097,8,49
10-12-2025,Maharashtra,Mumbai Suburban,400101,5,48
11-12-2025,Maharashtra,Mumbai Suburban,400029,2,4
11-12-2025,Maharashtra,Mumbai Suburban,400043,9,86
11-12-2025,Maharashtra,Mumbai Suburban,400063,2,15
11-12-2025,Maharashtra,Mumbai Suburban,400069,2,17
11-12-2025,Maharashtra,Mumbai Suburban,400070,8,44
11-12-2025,Maharashtra,Mumbai Suburban,400088,8,39
11-12-2025,Maharashtra,Mumbai Suburban,400089,1,10
11-12-2025,Maharashtra,Mumbai Suburban,400094,0,9
13-12-2025,Maharashtra,Mumbai Suburban,400042,0,9
13-12-2025,Maharashtra,Mumbai Suburban,400056,0,9
13-12-2025,Maharashtra,Mumbai Suburban,400064,5,23
13-12-2025,Maharashtra,Mumbai Suburban,400068,6,51
13-12-2025,Maharashtra,Mumbai Suburban,400069,1,14
13-12-2025,Maharashtra,Mumbai Suburban,400076,2,21
13-12-2025,Maharashtra,Mumbai Suburban,400091,0,6
13-12-2025,Maharashtra,Mumbai Suburban,400092,2,35
13-12-2025,Maharashtra,Mumbai Suburban,400093,1,16
13-12-2025,Maharashtra,Mumbai Suburban,400097,6,67
13-12-2025,Maharashtra,Mumbai Suburban,400098,1,5
13-12-2025,Maharashtra,Mumbai Suburban,400102,6,39
13-12-2025,Maharashtra,Mumbai Suburban,400103,1,9
12-12-2025,Maharashtra,Mumbai Suburban,400049,0,14
12-12-2025,Maharashtra,Mumbai Suburban,400050,2,18
12-12-2025,Maharashtra,Mumbai Suburban,400052,1,6
12-12-2025,Maharashtra,Mumbai Suburban,400066,2,16
12-12-2025,Maharashtra,Mumbai Suburban,400067,4,69
12-12-2025,Maharashtra,Mumbai Suburban,400068,4,66
12-12-2025,Maharashtra,Mumbai Suburban,400072,7,60
12-12-2025,Maharashtra,Mumbai Suburban,400076,1,16
12-12-2025,Maharashtra,Mumbai Suburban,400082,0,4
12-12-2025,Maharashtra,Mumbai Suburban,400084,1,13
12-12-2025,Maharashtra,Mumbai Suburban,400088,4,31
12-12-2025,Maharashtra,Mumbai Suburban,400089,3,9
12-12-2025,Maharashtra,Mumbai Suburban,400093,2,28
12-12-2025,Maharashtra,Mumbai Suburban,400095,8,55
14-12-2025,Maharashtra,Mumbai Suburban,400053,2,31
14-12-2025,Maharashtra,Mumbai Suburban,400058,5,31
14-12-2025,Maharashtra,Mumbai Suburban,400060,5,23
14-12-2025,Maharashtra,Mumbai Suburban,400066,7,45
14-12-2025,Maharashtra,Mumbai Suburban,400067,2,65
14-12-2025,Maharashtra,Mumbai Suburban,400070,11,43
14-12-2025,Maharashtra,Mumbai Suburban,400072,3,59
14-12-2025,Maharashtra,Mumbai Suburban,400078,9,34
14-12-2025,Maharashtra,Mumbai Suburban,400082,0,1
14-12-2025,Maharashtra,Mumbai Suburban,400087,0,3
14-12-2025,Maharashtra,Mumbai Suburban,400091,0,13
14-12-2025,Maharashtra,Mumbai Suburban,400095,8,50
15-12-2025,Maharashtra,Mumbai Suburban,400050,2,15
15-12-2025,Maharashtra,Mumbai Suburban,400058,0,27
15-12-2025,Maharashtra,Mumbai Suburban,400068,4,35
15-12-2025,Maharashtra,Mumbai Suburban,400071,1,16
15-12-2025,Maharashtra,Mumbai Suburban,400078,4,27
15-12-2025,Maharashtra,Mumbai Suburban,400079,0,7
15-12-2025,Maharashtra,Mumbai Suburban,400082,0,2
15-12-2025,Maharashtra,Mumbai Suburban,400083,1,15
15-12-2025,Maharashtra,Mumbai Suburban,400088,7,20
15-12-2025,Maharashtra,Mumbai Suburban,400093,1,13
15-12-2025,Maharashtra,Mumbai Suburban,400094,1,5
15-12-2025,Maharashtra,Mumbai Suburban,400103,1,8
15-12-2025,Maharashtra,Mumbai Suburban,400104,2,38
18-12-2025,Maharashtra,Mumbai Suburban,400049,0,1
18-12-2025,Maharashtra,Mumbai Suburban,400065,0,1
18-12-2025,Maharashtra,Mumbai Suburban,400072,0,2
18-12-2025,Maharashtra,Mumbai Suburban,400074,0,2
18-12-2025,Maharashtra,Mumbai Suburban,400086,0,1
18-12-2025,Maharashtra,Mumbai Suburban,400089,0,1
16-12-2025,Maharashtra,Mumbai Suburban,400054,0,12
16-12-2025,Maharashtra,Mumbai Suburban,400066,2,18
16-12-2025,Maharashtra,Mumbai Suburban,400070,6,31
16-12-2025,Maharashtra,Mumbai Suburban,400071,4,16
16-12-2025,Maharashtra,Mumbai Suburban,400076,1,9
16-12-2025,Maharashtra,Mumbai Suburban,400089,1,12
16-12-2025,Maharashtra,Mumbai Suburban,400103,0,16
19-12-2025,Maharashtra,Mumbai Suburban,400051,2,38
19-12-2025,Maharashtra,Mumbai Suburban,400064,4,34
19-12-2025,Maharashtra,Mumbai Suburban,400066,4,23
19-12-2025,Maharashtra,Mumbai Suburban,400074,2,18
19-12-2025,Maharashtra,Mumbai Suburban,400076,0,14
19-12-2025,Maharashtra,Mumbai Suburban,400077,5,14
19-12-2025,Maharashtra,Mumbai Suburban,400082,1,3
19-12-2025,Maharashtra,Mumbai Suburban,400086,3,23
19-12-2025,Maharashtra,Mumbai Suburban,400088,4,24
19-12-2025,Maharashtra,Mumbai Suburban,400089,1,10
19-12-2025,Maharashtra,Mumbai Suburban,400098,1,7
25-11-2025,Maharashtra,Mumbai Suburban,400024,2,7
25-11-2025,Maharashtra,Mumbai Suburban,400042,2,11
25-11-2025,Maharashtra,Mumbai Suburban,400043,2,35
25-11-2025,Maharashtra,Mumbai Suburban,400052,0,6
25-11-2025,Maharashtra,Mumbai Suburban,400053,1,10
25-11-2025,Maharashtra,Mumbai Suburban,400055,0,14
25-11-2025,Maharashtra,Mumbai Suburban,400058,1,13
25-11-2025,Maharashtra,Mumbai Suburban,400061,1,8
25-11-2025,Maharashtra,Mumbai Suburban,400065,3,16
25-11-2025,Maharashtra,Mumbai Suburban,400069,0,12
25-11-2025,Maharashtra,Mumbai Suburban,400077,1,11
25-11-2025,Maharashtra,Mumbai Suburban,400080,1,21
25-11-2025,Maharashtra,Mumbai Suburban,400082,1,4
25-11-2025,Maharashtra,Mumbai Suburban,400083,1,8
25-11-2025,Maharashtra,Mumbai Suburban,400086,4,10
25-11-2025,Maharashtra,Mumbai Suburban,400089,2,7
25-11-2025,Maharashtra,Mumbai Suburban,400092,1,18
25-11-2025,Maharashtra,Mumbai Suburban,400094,0,5
25-11-2025,Maharashtra,Mumbai Suburban,400097,4,33
25-11-2025,Maharashtra,Mumbai Suburban,400104,2,23
26-11-2025,Maharashtra,Mumbai Suburban,400057,0,8
26-11-2025,Maharashtra,Mumbai Suburban,400059,3,12
26-11-2025,Maharashtra,Mumbai Suburban,400061,0,11
26-11-2025,Maharashtra,Mumbai Suburban,400066,5,12
26-11-2025,Maharashtra,Mumbai Suburban,400072,4,32
26-11-2025,Maharashtra,Mumbai Suburban,400078,4,31
26-11-2025,Maharashtra,Mumbai Suburban,400079,1,6
26-11-2025,Maharashtra,Mumbai Suburban,400084,1,3
26-11-2025,Maharashtra,Mumbai Suburban,400097,5,34
26-11-2025,Maharashtra,Mumbai Suburban,400098,0,5
26-11-2025,Maharashtra,Mumbai Suburban,400102,1,11
26-11-2025,Maharashtra,Mumbai Suburban,400042,0,10
26-11-2025,Maharashtra,Mumbai Suburban,400056,1,6
20-12-2025,Maharashtra,Mumbai Suburban,400049,1,4
20-12-2025,Maharashtra,Mumbai Suburban,400060,3,19
20-12-2025,Maharashtra,Mumbai Suburban,400064,0,20
20-12-2025,Maharashtra,Mumbai Suburban,400065,2,15
20-12-2025,Maharashtra,Mumbai Suburban,400067,6,65
20-12-2025,Maharashtra,Mumbai Suburban,400075,3,36
20-12-2025,Maharashtra,Mumbai Suburban,400081,3,11
20-12-2025,Maharashtra,Mumbai Suburban,400084,0,5
20-12-2025,Maharashtra,Mumbai Suburban,400089,1,13
20-12-2025,Maharashtra,Mumbai Suburban,400102,5,30
21-12-2025,Maharashtra,Mumbai Suburban,400029,0,1
21-12-2025,Maharashtra,Mumbai Suburban,400043,6,57
21-12-2025,Maharashtra,Mumbai Suburban,400050,1,12
21-12-2025,Maharashtra,Mumbai Suburban,400056,0,11
21-12-2025,Maharashtra,Mumbai Suburban,400060,1,10
21-12-2025,Maharashtra,Mumbai Suburban,400066,2,33
21-12-2025,Maharashtra,Mumbai Suburban,400072,4,48
21-12-2025,Maharashtra,Mumbai Suburban,400086,3,14
21-12-2025,Maharashtra,Mumbai Suburban,400097,6,71
21-12-2025,Maharashtra,Mumbai Suburban,400102,6,46
21-12-2025,Maharashtra,Mumbai Suburban,400104,5,57
28-12-2025,Maharashtra,Mumbai Suburban,400064,7,29
28-12-2025,Maharashtra,Mumbai Suburban,400070,5,58
28-12-2025,Maharashtra,Mumbai Suburban,400077,1,20
28-12-2025,Maharashtra,Mumbai Suburban,400078,6,37
28-12-2025,Maharashtra,Mumbai Suburban,400091,1,7
28-12-2025,Maharashtra,Mumbai Suburban,400093,3,29
28-12-2025,Maharashtra,Mumbai Suburban,400102,4,62
28-12-2025,Maharashtra,Mumbai Suburban,400104,2,54
29-12-2025,Maharashtra,Mumbai Suburban,400059,0,19
29-12-2025,Maharashtra,Mumbai Suburban,400060,0,19
29-12-2025,Maharashtra,Mumbai Suburban,400065,1,16
29-12-2025,Maharashtra,Mumbai Suburban,400067,1,54
29-12-2025,Maharashtra,Mumbai Suburban,400070,0,35
29-12-2025,Maharashtra,Mumbai Suburban,400076,1,9
29-12-2025,Maharashtra,Mumbai Suburban,400086,3,30
29-12-2025,Maharashtra,Mumbai Suburban,400089,0,15
29-12-2025,Maharashtra,Mumbai Suburban,400099,0,14
29-12-2025,Maharashtra,Mumbai Suburban,400102,8,36
29-12-2025,Maharashtra,Mumbai Suburban,400104,3,49
27-11-2025,Maharashtra,Mumbai Suburban,400050,0,20
27-11-2025,Maharashtra,Mumbai Suburban,400063,0,19
27-11-2025,Maharashtra,Mumbai Suburban,400069,2,20
27-11-2025,Maharashtra,Mumbai Suburban,400078,8,46
27-11-2025,Maharashtra,Mumbai Suburban,400079,2,7
27-11-2025,Maharashtra,Mumbai Suburban,400080,6,26
27-11-2025,Maharashtra,Mumbai Suburban,400086,4,26
27-11-2025,Maharashtra,Mumbai Suburban,400089,3,8
27-11-2025,Maharashtra,Mumbai Suburban,400091,0,5
27-11-2025,Maharashtra,Mumbai Suburban,400102,2,29
26-12-2025,Maharashtra,Mumbai Suburban,400057,0,15
26-12-2025,Maharashtra,Mumbai Suburban,400060,0,20
26-12-2025,Maharashtra,Mumbai Suburban,400068,5,75
26-12-2025,Maharashtra,Mumbai Suburban,400069,0,23
26-12-2025,Maharashtra,Mumbai Suburban,400070,8,50
26-12-2025,Maharashtra,Mumbai Suburban,400075,4,39
26-12-2025,Maharashtra,Mumbai Suburban,400077,2,14
26-12-2025,Maharashtra,Mumbai Suburban,400081,2,25
26-12-2025,Maharashtra,Mumbai Suburban,400099,2,20
26-12-2025,Maharashtra,Mumbai Suburban,400101,6,72
25-12-2025,Maharashtra,Mumbai Suburban,400069,0,14
25-12-2025,Maharashtra,Mumbai Suburban,400072,11,68
25-12-2025,Maharashtra,Mumbai Suburban,400077,0,30
25-12-2025,Maharashtra,Mumbai Suburban,400083,2,27
25-12-2025,Maharashtra,Mumbai Suburban,400089,2,15
25-12-2025,Maharashtra,Mumbai Suburban,400092,4,45
31-12-2025,Maharashtra,Mumbai Suburban,400050,2,7
31-12-2025,Maharashtra,Mumbai Suburban,400052,1,3
31-12-2025,Maharashtra,Mumbai Suburban,400054,2,12
31-12-2025,Maharashtra,Mumbai Suburban,400057,0,9
31-12-2025,Maharashtra,Mumbai Suburban,400059,3,13
31-12-2025,Maharashtra,Mumbai Suburban,400060,1,11
31-12-2025,Maharashtra,Mumbai Suburban,400072,3,37
31-12-2025,Maharashtra,Mumbai Suburban,400078,2,20
31-12-2025,Maharashtra,Mumbai Suburban,400079,3,6
31-12-2025,Maharashtra,Mumbai Suburban,400093,2,13
31-12-2025,Maharashtra,Mumbai Suburban,400094,4,5
31-12-2025,Maharashtra,Mumbai Suburban,400098,0,3
31-12-2025,Maharashtra,Mumbai Suburban,400101,2,33
28-11-2025,Maharashtra,Mumbai Suburban,400029,2,3
28-11-2025,Maharashtra,Mumbai Suburban,400042,0,12
28-11-2025,Maharashtra,Mumbai Suburban,400051,3,26
28-11-2025,Maharashtra,Mumbai Suburban,400064,2,18
28-11-2025,Maharashtra,Mumbai Suburban,400084,0,10
28-11-2025,Maharashtra,Mumbai Suburban,400087,0,1
28-11-2025,Maharashtra,Mumbai Suburban,400092,1,24
29-11-2025,Maharashtra,Mumbai Suburban,400051,6,16
29-11-2025,Maharashtra,Mumbai Suburban,400057,0,12
29-11-2025,Maharashtra,Mumbai Suburban,400065,4,18
29-11-2025,Maharashtra,Mumbai Suburban,400069,1,13
29-11-2025,Maharashtra,Mumbai Suburban,400074,2,22
29-11-2025,Maharashtra,Mumbai Suburban,400077,1,16
29-11-2025,Maharashtra,Mumbai Suburban,400081,1,11
29-11-2025,Maharashtra,Mumbai Suburban,400082,0,2
29-11-2025,Maharashtra,Mumbai Suburban,400088,8,22
22-12-2025,Maharashtra,Mumbai Suburban,400029,3,5
22-12-2025,Maharashtra,Mumbai Suburban,400071,2,15
22-12-2025,Maharashtra,Mumbai Suburban,400079,0,4
22-12-2025,Maharashtra,Mumbai Suburban,400098,0,1
22-12-2025,Maharashtra,Mumbai Suburban,400103,1,6
22-12-2025,Maharashtra,Mumbai Suburban,400104,2,29
23-12-2025,Maharashtra,Mumbai Suburban,400024,0,21
23-12-2025,Maharashtra,Mumbai Suburban,400050,2,20
23-12-2025,Maharashtra,Mumbai Suburban,400059,1,20
23-12-2025,Maharashtra,Mumbai Suburban,400065,2,21
23-12-2025,Maharashtra,Mumbai Suburban,400066,3,34
23-12-2025,Maharashtra,Mumbai Suburban,400075,2,25
23-12-2025,Maharashtra,Mumbai Suburban,400084,0,13
23-12-2025,Maharashtra,Mumbai Suburban,400094,2,10
23-12-2025,Maharashtra,Mumbai Suburban,400097,12,73
23-12-2025,Maharashtra,Mumbai Suburban,400098,0,3
24-12-2025,Maharashtra,Mumbai Suburban,400049,0,8
24-12-2025,Maharashtra,Mumbai Suburban,400051,5,24
24-12-2025,Maharashtra,Mumbai Suburban,400052,0,4
24-12-2025,Maharashtra,Mumbai Suburban,400063,1,17
24-12-2025,Maharashtra,Mumbai Suburban,400074,0,18
24-12-2025,Maharashtra,Mumbai Suburban,400077,0,10
24-12-2025,Maharashtra,Mumbai Suburban,400078,3,34
24-12-2025,Maharashtra,Mumbai Suburban,400081,0,24
24-12-2025,Maharashtra,Mumbai Suburban,400084,1,10
24-12-2025,Maharashtra,Mumbai Suburban,400091,0,12
24-12-2025,Maharashtra,Mumbai Suburban,400094,1,6
24-12-2025,Maharashtra,Mumbai Suburban,400095,12,39
24-12-2025,Maharashtra,Mumbai Suburban,400098,2,5
24-12-2025,Maharashtra,Mumbai Suburban,400104,3,56
27-12-2025,Maharashtra,Mumbai Suburban,400051,1,28
27-12-2025,Maharashtra,Mumbai Suburban,400060,3,25
27-12-2025,Maharashtra,Mumbai Suburban,400061,0,17
27-12-2025,Maharashtra,Mumbai Suburban,400065,1,25
27-12-2025,Maharashtra,Mumbai Suburban,400069,2,6
27-12-2025,Maharashtra,Mumbai Suburban,400079,1,9
27-12-2025,Maharashtra,Mumbai Suburban,400080,4,36
27-12-2025,Maharashtra,Mumbai Suburban,400081,0,10
27-12-2025,Maharashtra,Mumbai Suburban,400094,0,4
01-01-2026,Maharashtra,Mumbai Suburban,400043,6,50
01-01-2026,Maharashtra,Mumbai Suburban,400051,1,11
01-01-2026,Maharashtra,Mumbai Suburban,400053,2,10
01-01-2026,Maharashtra,Mumbai Suburban,400054,1,6
01-01-2026,Maharashtra,Mumbai Suburban,400055,1,16
01-01-2026,Maharashtra,Mumbai Suburban,400056,1,4
01-01-2026,Maharashtra,Mumbai Suburban,400059,1,10
01-01-2026,Maharashtra,Mumbai Suburban,400061,1,7
01-01-2026,Maharashtra,Mumbai Suburban,400066,0,14
01-01-2026,Maharashtra,Mumbai Suburban,400069,0,5
01-01-2026,Maharashtra,Mumbai Suburban,400077,0,2
01-01-2026,Maharashtra,Mumbai Suburban,400078,0,18
01-01-2026,Maharashtra,Mumbai Suburban,400084,2,4
01-01-2026,Maharashtra,Mumbai Suburban,400086,3,16
01-01-2026,Maharashtra,Mumbai Suburban,400093,0,8
01-01-2026,Maharashtra,Mumbai Suburban,400097,2,33
01-01-2026,Maharashtra,Mumbai Suburban,400098,0,4
01-01-2026,Maharashtra,Mumbai Suburban,400099,0,6
02-01-2026,Maharashtra,Mumbai Suburban,400043,17,86
02-01-2026,Maharashtra,Mumbai Suburban,400052,0,12
02-01-2026,Maharashtra,Mumbai Suburban,400056,1,7
02-01-2026,Maharashtra,Mumbai Suburban,400087,0,3
02-01-2026,Maharashtra,Mumbai Suburban,400094,4,11
02-01-2026,Maharashtra,Mumbai Suburban,400097,12,62
02-01-2026,Maharashtra,Mumbai Suburban,400101,8,62
03-01-2026,Maharashtra,Mumbai Suburban,400049,0,3
03-01-2026,Maharashtra,Mumbai Suburban,400053,1,4
03-01-2026,Maharashtra,Mumbai Suburban,400054,1,3
03-01-2026,Maharashtra,Mumbai Suburban,400067,2,9
03-01-2026,Maharashtra,Mumbai Suburban,400069,0,1
03-01-2026,Maharashtra,Mumbai Suburban,400078,0,4
03-01-2026,Maharashtra,Mumbai Suburban,400082,0,3
03-01-2026,Maharashtra,Mumbai Suburban,400089,1,0
03-01-2026,Maharashtra,Mumbai Suburban,400102,2,7
01-03-2025,Maharashtra,Mumbai Suburban,400053,46,654
01-03-2025,Maharashtra,Mumbai Suburban,400083,44,486
01-03-2025,Maharashtra,Mumbai Suburban,400067,154,1774
01-03-2025,Maharashtra,Mumbai Suburban,400060,36,524
01-03-2025,Maharashtra,Mumbai Suburban,400093,38,514
01-04-2025,Maharashtra,Mumbai Suburban,400043,281,1772
01-03-2025,Maharashtra,Mumbai Suburban,400098,20,88
01-03-2025,Maharashtra,Mumbai Suburban,400056,25,238
01-03-2025,Maharashtra,Mumbai Suburban,400049,12,179
01-03-2025,Maharashtra,Mumbai Suburban,400057,19,305
01-03-2025,Maharashtra,Mumbai Suburban,400076,41,288
01-05-2025,Maharashtra,Mumbai Suburban,400072,161,1040
01-06-2025,Maharashtra,Mumbai Suburban,400043,383,1584
01-03-2025,Maharashtra,Mumbai Suburban,400077,24,382
01-09-2025,Maharashtra,Mumbai Suburban,400043,17,57
01-09-2025,Maharashtra,Mumbai Suburban,400059,0,11
01-09-2025,Maharashtra,Mumbai Suburban,400060,2,13
01-09-2025,Maharashtra,Mumbai Suburban,400067,3,47
01-09-2025,Maharashtra,Mumbai Suburban,400068,1,26
01-09-2025,Maharashtra,Mumbai Suburban,400072,5,36
01-09-2025,Maharashtra,Mumbai Suburban,400074,4,21
01-09-2025,Maharashtra,Mumbai Suburban,400075,3,20
01-09-2025,Maharashtra,Mumbai Suburban,400077,0,9
01-09-2025,Maharashtra,Mumbai Suburban,400078,3,17
01-09-2025,Maharashtra,Mumbai Suburban,400081,1,9
01-09-2025,Maharashtra,Mumbai Suburban,400082,0,1
01-09-2025,Maharashtra,Mumbai Suburban,400084,0,6
01-09-2025,Maharashtra,Mumbai Suburban,400087,0,2
01-09-2025,Maharashtra,Mumbai Suburban,400099,2,4
01-09-2025,Maharashtra,Mumbai Suburban,400104,5,24
02-09-2025,Maharashtra,Mumbai Suburban,400024,1,7
02-09-2025,Maharashtra,Mumbai Suburban,400049,0,11
02-09-2025,Maharashtra,Mumbai Suburban,400051,1,24
02-09-2025,Maharashtra,Mumbai Suburban,400053,0,19
02-09-2025,Maharashtra,Mumbai Suburban,400063,0,10
02-09-2025,Maharashtra,Mumbai Suburban,400068,1,29
02-09-2025,Maharashtra,Mumbai Suburban,400082,2,0
02-09-2025,Maharashtra,Mumbai Suburban,400102,3,39
02-09-2025,Maharashtra,Mumbai Suburban,400103,0,5
04-09-2025,Maharashtra,Mumbai Suburban,400050,4,13
04-09-2025,Maharashtra,Mumbai Suburban,400055,1,17
04-09-2025,Maharashtra,Mumbai Suburban,400060,2,18
04-09-2025,Maharashtra,Mumbai Suburban,400065,0,17
04-09-2025,Maharashtra,Mumbai Suburban,400067,2,32
04-09-2025,Maharashtra,Mumbai Suburban,400068,1,33
04-09-2025,Maharashtra,Mumbai Suburban,400075,0,13
04-09-2025,Maharashtra,Mumbai Suburban,400081,1,14
04-09-2025,Maharashtra,Mumbai Suburban,400084,0,9
04-09-2025,Maharashtra,Mumbai Suburban,400088,3,18
04-09-2025,Maharashtra,Mumbai Suburban,400094,2,1
04-09-2025,Maharashtra,Mumbai Suburban,400097,4,35
03-09-2025,Maharashtra,Mumbai Suburban,400024,0,7
03-09-2025,Maharashtra,Mumbai Suburban,400029,0,1
03-09-2025,Maharashtra,Mumbai Suburban,400059,0,13
03-09-2025,Maharashtra,Mumbai Suburban,400060,0,10
