date,state,district,pincode,bio_age_5_17,bio_age_17_
23-05-2025,Maharashtra,Mumbai Suburban,400098,1,0
24-05-2025,Maharashtra,Mumbai Suburban,400053,0,2
24-05-2025,Maharashtra,Mumbai Suburban,400056,0,2
24-05-2025,Maharashtra,Mumbai Suburban,400058,5,14
24-05-2025,Maharashtra,Mumbai Suburban,400059,6,9
24-05-2025,Maharashtra,Mumbai Suburban,400065,3,4
24-05-2025,Maharashtra,Mumbai Suburban,400069,1,0
24-05-2025,Maharashtra,Mumbai Suburban,400071,5,5
24-05-2025,Maharashtra,Mumbai Suburban,400080,7,16
24-05-2025,Maharashtra,Mumbai Suburban,400083,5,21
24-05-2025,Maharashtra,Mumbai Suburban,400095,10,21
25-05-2025,Maharashtra,Mumbai Suburban,400043,4,3
25-05-2025,Maharashtra,Mumbai Suburban,400054,0,1
25-05-2025,Maharashtra,Mumbai Suburban,400061,0,1
25-05-2025,Maharashtra,Mumbai Suburban,400065,0,5
25-05-2025,Maharashtra,Mumbai Suburban,400071,3,1
25-05-2025,Maharashtra,Mumbai Suburban,400078,2,0
25-05-2025,Maharashtra,Mumbai Suburban,400079,2,7
25-05-2025,Maharashtra,Mumbai Suburban,400080,0,1
25-05-2025,Maharashtra,Mumbai Suburban,400084,1,4
04-12-2025,Maharashtra,Mumbai Suburban,400087,2,0
24-12-2025,Maharashtra,Mumbai Suburban,400049,6,3
24-12-2025,Maharashtra,Mumbai Suburban,400051,21,21
24-12-2025,Maharashtra,Mumbai Suburban,400052,4,5
24-12-2025,Maharashtra,Mumbai Suburban,400063,7,10
24-12-2025,Maharashtra,Mumbai Suburban,400074,59,11
24-12-2025,Maharashtra,Mumbai Suburban,400077,9,13
24-12-2025,Maharashtra,Mumbai Suburban,400078,50,22
24-12-2025,Maharashtra,Mumbai Suburban,400081,19,6
24-12-2025,Maharashtra,Mumbai Suburban,400084,12,5
24-12-2025,Maharashtra,Mumbai Suburban,400091,10,3
24-12-2025,Maharashtra,Mumbai Suburban,400094,4,3
24-12-2025,Maharashtra,Mumbai Suburban,400095,26,18
24-12-2025,Maharashtra,Mumbai Suburban,400098,2,1
24-12-2025,Maharashtra,Mumbai Suburban,400104,14,8
25-12-2025,Maharashtra,Mumbai Suburban,400072,7,7
25-12-2025,Maharashtra,Mumbai Suburban,400077,0,1
25-12-2025,Maharashtra,Mumbai Suburban,400083,2,4
26-12-2025,Maharashtra,Mumbai Suburban,400057,4,1
26-12-2025,Maharashtra,Mumbai Suburban,400060,14,8
26-12-2025,Maharashtra,Mumbai Suburban,400068,12,8
26-12-2025,Maharashtra,Mumbai Suburban,400069,6,6
26-12-2025,Maharashtra,Mumbai Suburban,400070,32,26
26-12-2025,Maharashtra,Mumbai Suburban,400075,12,3
26-12-2025,Maharashtra,Mumbai Suburban,400077,10,4
26-12-2025,Maharashtra,Mumbai Suburban,400081,12,7
26-12-2025,Maharashtra,Mumbai Suburban,400099,5,3
26-12-2025,Maharashtra,Mumbai Suburban,400101,28,30
07-12-2025,Maharashtra,Mumbai Suburban,400029,1,1
07-12-2025,Maharashtra,Mumbai Suburban,400052,0,1
07-12-2025,Maharashtra,Mumbai Suburban,400054,0,1
07-12-2025,Maharashtra,Mumbai Suburban,400066,1,15
03-01-2026,Maharashtra,Mumbai Suburban,400049,0,1
03-01-2026,Maharashtra,Mumbai Suburban,400053,1,3
03-01-2026,Maharashtra,Mumbai Suburban,400054,0,2
03-01-2026,Maharashtra,Mumbai Suburban,400067,4,3
03-01-2026,Maharashtra,Mumbai Suburban,400069,1,0
03-01-2026,Maharashtra,Mumbai Suburban,400078,8,3
03-01-2026,Maharashtra,Mumbai Suburban,400079,2,2
03-01-2026,Maharashtra,Mumbai Suburban,400082,1,0
03-01-2026,Maharashtra,Mumbai Suburban,400089,5,1
03-01-2026,Maharashtra,Mumbai Suburban,400102,2,1
29-12-2025,Maharashtra,Mumbai Suburban,400059,13,3
29-12-2025,Maharashtra,Mumbai Suburban,400060,2,4
29-12-2025,Maharashtra,Mumbai Suburban,400065,5,5
29-12-2025,Maharashtra,Mumbai Suburban,400067,29,10
29-12-2025,Maharashtra,Mumbai Suburban,400070,13,10
29-12-2025,Maharashtra,Mumbai Suburban,400076,6,5
29-12-2025,Maharashtra,Mumbai Suburban,400086,16,3
29-12-2025,Maharashtra,Mumbai Suburban,400089,7,1
29-12-2025,Maharashtra,Mumbai Suburban,400099,0,2
29-12-2025,Maharashtra,Mumbai Suburban,400102,5,1
29-12-2025,Maharashtra,Mumbai Suburban,400104,9,8
01-01-2026,Maharashtra,Mumbai Suburban,400043,137,115
01-01-2026,Maharashtra,Mumbai Suburban,400051,33,20
01-01-2026,Maharashtra,Mumbai Suburban,400053,20,6
01-01-2026,Maharashtra,Mumbai Suburban,400054,12,8
01-01-2026,Maharashtra,Mumbai Suburban,400055,28,16
01-01-2026,Maharashtra,Mumbai Suburban,400056,10,4
01-01-2026,Maharashtra,Mumbai Suburban,400059,22,9
01-01-2026,Maharashtra,Mumbai Suburban,400061,15,8
01-01-2026,Maharashtra,Mumbai Suburban,400066,35,15
01-01-2026,Maharashtra,Mumbai Suburban,400069,13,12
01-01-2026,Maharashtra,Mumbai Suburban,400077,11,8
01-01-2026,Maharashtra,Mumbai Suburban,400078,83,23
01-01-2026,Maharashtra,Mumbai Suburban,400084,17,3
01-01-2026,Maharashtra,Mumbai Suburban,400086,38,16
01-01-2026,Maharashtra,Mumbai Suburban,400093,26,11
01-01-2026,Maharashtra,Mumbai Suburban,400097,40,15
01-01-2026,Maharashtra,Mumbai Suburban,400098,6,2
01-01-2026,Maharashtra,Mumbai Suburban,400099,15,11
27-12-2025,Maharashtra,Mumbai Suburban,400051,12,13
27-12-2025,Maharashtra,Mumbai Suburban,400060,11,11
27-12-2025,Maharashtra,Mumbai Suburban,400061,3,6
27-12-2025,Maharashtra,Mumbai Suburban,400065,12,4
27-12-2025,Maharashtra,Mumbai Suburban,400069,8,4
27-12-2025,Maharashtra,Mumbai Suburban,400079,11,2
27-12-2025,Maharashtra,Mumbai Suburban,400080,26,9
27-12-2025,Maharashtra,Mumbai Suburban,400081,13,6
27-12-2025,Maharashtra,Mumbai Suburban,400094,5,5
28-12-2025,Maharashtra,Mumbai Suburban,400064,2,4
28-12-2025,Maharashtra,Mumbai Suburban,400070,14,14
28-12-2025,Maharashtra,Mumbai Suburban,400077,0,3
28-12-2025,Maharashtra,Mumbai Suburban,400078,10,8
28-12-2025,Maharashtra,Mumbai Suburban,400093,6,1
28-12-2025,Maharashtra,Mumbai Suburban,400102,7,3
28-12-2025,Maharashtra,Mumbai Suburban,400104,8,3
02-01-2026,Maharashtra,Mumbai Suburban,400043,90,58
02-01-2026,Maharashtra,Mumbai Suburban,400052,8,2
02-01-2026,Maharashtra,Mumbai Suburban,400056,7,3
02-01-2026,Maharashtra,Mumbai Suburban,400087,3,3
02-01-2026,Maharashtra,Mumbai Suburban,400097,23,17
02-01-2026,Maharashtra,Mumbai Suburban,400101,25,18
25-12-2025,Maharashtra,Mumbai Suburban,400069,1,7
25-12-2025,Maharashtra,Mumbai Suburban,400089,0,4
25-12-2025,Maharashtra,Mumbai Suburban,400092,1,13
14-12-2025,Maharashtra,Mumbai Suburban,400082,0,1
14-12-2025,Maharashtra,Mumbai Suburban,400087,0,1
21-12-2025,Maharashtra,Mumbai Suburban,400050,1,8
21-12-2025,Maharashtra,Mumbai Suburban,400056,1,4
23-12-2025,Maharashtra,Mumbai Suburban,400024,4,4
23-12-2025,Maharashtra,Mumbai Suburban,400050,22,17
23-12-2025,Maharashtra,Mumbai Suburban,400059,8,5
23-12-2025,Maharashtra,Mumbai Suburban,400065,9,4
23-12-2025,Maharashtra,Mumbai Suburban,400066,15,8
23-12-2025,Maharashtra,Mumbai Suburban,400075,10,4
23-12-2025,Maharashtra,Mumbai Suburban,400084,9,5
23-12-2025,Maharashtra,Mumbai Suburban,400094,3,0
23-12-2025,Maharashtra,Mumbai Suburban,400097,16,16
23-12-2025,Maharashtra,Mumbai Suburban,400098,4,2
22-12-2025,Maharashtra,Mumbai Suburban,400029,3,2
22-12-2025,Maharashtra,Mumbai Suburban,400071,18,7
22-12-2025,Maharashtra,Mumbai Suburban,400079,12,5
22-12-2025,Maharashtra,Mumbai Suburban,400098,3,2
22-12-2025,Maharashtra,Mumbai Suburban,400103,3,4
22-12-2025,Maharashtra,Mumbai Suburban,400104,11,20
17-12-2025,Maharashtra,Mumbai Suburban,400024,6,5
17-12-2025,Maharashtra,Mumbai Suburban,400043,98,82
17-12-2025,Maharashtra,Mumbai Suburban,400050,11,14
17-12-2025,Maharashtra,Mumbai Suburban,400054,1,3
17-12-2025,Maharashtra,Mumbai Suburban,400057,3,4
17-12-2025,Maharashtra,Mumbai Suburban,400064,5,9
17-12-2025,Maharashtra,Mumbai Suburban,400068,9,9
17-12-2025,Maharashtra,Mumbai Suburban,400074,40,21
17-12-2025,Maharashtra,Mumbai Suburban,400080,21,14
17-12-2025,Maharashtra,Mumbai Suburban,400086,25,16
17-12-2025,Maharashtra,Mumbai Suburban,400089,5,1
17-12-2025,Maharashtra,Mumbai Suburban,400092,11,10
18-12-2025,Maharashtra,Mumbai Suburban,400049,5,2
18-12-2025,Maharashtra,Mumbai Suburban,400058,14,1
18-12-2025,Maharashtra,Mumbai Suburban,400065,8,6
18-12-2025,Maharashtra,Mumbai Suburban,400066,31,9
18-12-2025,Maharashtra,Mumbai Suburban,400069,8,7
18-12-2025,Maharashtra,Mumbai Suburban,400072,30,20
18-12-2025,Maharashtra,Mumbai Suburban,400074,39,17
18-12-2025,Maharashtra,Mumbai Suburban,400086,26,4
18-12-2025,Maharashtra,Mumbai Suburban,400087,0,5
18-12-2025,Maharashtra,Mumbai Suburban,400089,17,6
18-12-2025,Maharashtra,Mumbai Suburban,400099,7,3
19-12-2025,Maharashtra,Mumbai Suburban,400051,20,14
19-12-2025,Maharashtra,Mumbai Suburban,400064,7,7
19-12-2025,Maharashtra,Mumbai Suburban,400066,17,9
19-12-2025,Maharashtra,Mumbai Suburban,400074,20,11
19-12-2025,Maharashtra,Mumbai Suburban,400076,8,14
19-12-2025,Maharashtra,Mumbai Suburban,400077,4,5
19-12-2025,Maharashtra,Mumbai Suburban,400082,3,2
19-12-2025,Maharashtra,Mumbai Suburban,400086,16,10
19-12-2025,Maharashtra,Mumbai Suburban,400088,19,13
19-12-2025,Maharashtra,Mumbai Suburban,400089,12,7
19-12-2025,Maharashtra,Mumbai Suburban,400098,1,2
20-12-2025,Maharashtra,Mumbai Suburban,400049,4,0
20-12-2025,Maharashtra,Mumbai Suburban,400060,17,10
20-12-2025,Maharashtra,Mumbai Suburban,400064,14,4
20-12-2025,Maharashtra,Mumbai Suburban,400065,20,9
20-12-2025,Maharashtra,Mumbai Suburban,400067,41,20
20-12-2025,Maharashtra,Mumbai Suburban,400075,15,2
20-12-2025,Maharashtra,Mumbai Suburban,400081,16,5
20-12-2025,Maharashtra,Mumbai Suburban,400084,7,2
20-12-2025,Maharashtra,Mumbai Suburban,400089,11,8
20-12-2025,Maharashtra,Mumbai Suburban,400102,17,6
21-12-2025,Maharashtra,Mumbai Suburban,400029,1,0
21-12-2025,Maharashtra,Mumbai Suburban,400043,12,10
21-12-2025,Maharashtra,Mumbai Suburban,400060,1,1
21-12-2025,Maharashtra,Mumbai Suburban,400066,4,4
21-12-2025,Maharashtra,Mumbai Suburban,400072,23,10
21-12-2025,Maharashtra,Mumbai Suburban,400086,8,1
21-12-2025,Maharashtra,Mumbai Suburban,400097,5,6
21-12-2025,Maharashtra,Mumbai Suburban,400102,1,0
21-12-2025,Maharashtra,Mumbai Suburban,400104,10,1
01-03-2025,Maharashtra,Mumbai Suburban,400080,156,170
01-03-2025,Maharashtra,Mumbai Suburban,400102,124,215
01-03-2025,Maharashtra,Mumbai Suburban,400101,270,317
01-03-2025,Maharashtra,Mumbai Suburban,400061,53,90
01-04-2025,Maharashtra,Mumbai Suburban,400059,171,164
01-04-2025,Maharashtra,Mumbai Suburban,400084,106,82
01-05-2025,Maharashtra,Mumbai Suburban,400042,123,114
01-05-2025,Maharashtra,Mumbai Suburban,400087,34,23
01-04-2025,Maharashtra,Mumbai Suburban,400088,221,131
01-04-2025,Maharashtra,Mumbai Suburban,400095,233,376
01-04-2025,Maharashtra,Mumbai Suburban,400102,191,207
01-05-2025,Maharashtra,Mumbai Suburban,400058,156,132
01-05-2025,Maharashtra,Mumbai Suburban,400086,236,180
01-05-2025,Maharashtra,Mumbai Suburban,400055,194,171
01-04-2025,Maharashtra,Mumbai Suburban,400101,397,380
01-04-2025,Maharashtra,Mumbai Suburban,400067,391,512
01-05-2025,Maharashtra,Mumbai Suburban,400049,35,30
01-05-2025,Maharashtra,Mumbai Suburban,400082,38,27
01-05-2025,Maharashtra,Mumbai Suburban,400098,20,41
01-05-2025,Maharashtra,Mumbai Suburban,400081,80,72
01-05-2025,Maharashtra,Mumbai Suburban,400104,305,225
01-05-2025,Maharashtra,Mumbai Suburban,400091,56,44
01-05-2025,Maharashtra,Mumbai Suburban,400094,50,37
01-05-2025,Maharashtra,Mumbai Suburban,400060,162,153
18-10-2025,Maharashtra,Mumbai Suburban,400096,0,1
02-11-2025,Maharashtra,Mumbai Suburban,400049,1,0
02-11-2025,Maharashtra,Mumbai Suburban,400087,1,1
30-11-2025,Maharashtra,Mumbai Suburban,400095,2,25
30-11-2025,Maharashtra,Mumbai Suburban,400098,0,1
18-11-2025,Maharashtra,Mumbai Suburban,400096,0,2
14-12-2025,Maharashtra,Mumbai Suburban,400053,6,4
14-12-2025,Maharashtra,Mumbai Suburban,400058,3,2
14-12-2025,Maharashtra,Mumbai Suburban,400060,0,1
14-12-2025,Maharashtra,Mumbai Suburban,400066,2,2
14-12-2025,Maharashtra,Mumbai Suburban,400067,0,3
14-12-2025,Maharashtra,Mumbai Suburban,400070,0,1
14-12-2025,Maharashtra,Mumbai Suburban,400072,3,2
14-12-2025,Maharashtra,Mumbai Suburban,400078,1,0
14-12-2025,Maharashtra,Mumbai Suburban,400091,1,0
14-12-2025,Maharashtra,Mumbai Suburban,400095,0,1
13-12-2025,Maharashtra,Mumbai Suburban,400042,16,10
13-12-2025,Maharashtra,Mumbai Suburban,400056,4,1
13-12-2025,Maharashtra,Mumbai Suburban,400064,4,4
13-12-2025,Maharashtra,Mumbai Suburban,400068,26,17
13-12-2025,Maharashtra,Mumbai Suburban,400069,5,1
13-12-2025,Maharashtra,Mumbai Suburban,400076,29,25
13-12-2025,Maharashtra,Mumbai Suburban,400091,5,3
13-12-2025,Maharashtra,Mumbai Suburban,400092,4,3
13-12-2025,Maharashtra,Mumbai Suburban,400093,3,4
13-12-2025,Maharashtra,Mumbai Suburban,400097,30,25
13-12-2025,Maharashtra,Mumbai Suburban,400098,6,0
13-12-2025,Maharashtra,Mumbai Suburban,400102,30,6
13-12-2025,Maharashtra,Mumbai Suburban,400103,2,2
15-12-2025,Maharashtra,Mumbai Suburban,400050,14,16
15-12-2025,Maharashtra,Mumbai Suburban,400058,14,4
15-12-2025,Maharashtra,Mumbai Suburban,400068,17,24
15-12-2025,Maharashtra,Mumbai Suburban,400071,13,16
15-12-2025,Maharashtra,Mumbai Suburban,400078,45,17
15-12-2025,Maharashtra,Mumbai Suburban,400079,14,4
15-12-2025,Maharashtra,Mumbai Suburban,400082,1,4
15-12-2025,Maharashtra,Mumbai Suburban,400083,22,23
15-12-2025,Maharashtra,Mumbai Suburban,400088,14,20
15-12-2025,Maharashtra,Mumbai Suburban,400093,6,8
15-12-2025,Maharashtra,Mumbai Suburban,400094,0,1
15-12-2025,Maharashtra,Mumbai Suburban,400103,7,2
15-12-2025,Maharashtra,Mumbai Suburban,400104,13,18
07-11-2025,Maharashtra,Mumbai Suburban,400096,0,1
10-11-2025,Maharashtra,Mumbai Suburban,400087,1,6
09-11-2025,Maharashtra,Mumbai Suburban,400029,0,1
09-11-2025,Maharashtra,Mumbai Suburban,400052,0,2
09-11-2025,Maharashtra,Mumbai Suburban,400057,0,1
09-11-2025,Maharashtra,Mumbai Suburban,400058,0,5
09-11-2025,Maharashtra,Mumbai Suburban,400092,0,16
02-11-2025,Maharashtra,Mumbai Suburban,400094,1,2
02-11-2025,Maharashtra,Mumbai Suburban,400096,0,1
02-11-2025,Maharashtra,Mumbai Suburban,400098,0,1
23-11-2025,Maharashtra,Mumbai Suburban,400074,0,15
23-11-2025,Maharashtra,Mumbai Suburban,400081,0,10
23-11-2025,Maharashtra,Mumbai Suburban,400098,0,2
12-12-2025,Maharashtra,Mumbai Suburban,400049,2,2
12-12-2025,Maharashtra,Mumbai Suburban,400050,10,10
12-12-2025,Maharashtra,Mumbai Suburban,400052,2,4
12-12-2025,Maharashtra,Mumbai Suburban,400066,8,7
12-12-2025,Maharashtra,Mumbai Suburban,400067,36,29
12-12-2025,Maharashtra,Mumbai Suburban,400068,15,5
12-12-2025,Maharashtra,Mumbai Suburban,400072,19,11
12-12-2025,Maharashtra,Mumbai Suburban,400076,8,9
12-12-2025,Maharashtra,Mumbai Suburban,400082,4,2
12-12-2025,Maharashtra,Mumbai Suburban,400084,23,6
12-12-2025,Maharashtra,Mumbai Suburban,400088,11,7
12-12-2025,Maharashtra,Mumbai Suburban,400089,13,6
12-12-2025,Maharashtra,Mumbai Suburban,400093,12,11
12-12-2025,Maharashtra,Mumbai Suburban,400095,41,15
16-12-2025,Maharashtra,Mumbai Suburban,400054,17,5
16-12-2025,Maharashtra,Mumbai Suburban,400066,12,13
16-12-2025,Maharashtra,Mumbai Suburban,400070,34,24
16-12-2025,Maharashtra,Mumbai Suburban,400071,18,21
16-12-2025,Maharashtra,Mumbai Suburban,400076,2,4
16-12-2025,Maharashtra,Mumbai Suburban,400089,15,4
16-12-2025,Maharashtra,Mumbai Suburban,400103,6,5
07-12-2025,Maharashtra,Mumbai Suburban,400043,7,6
07-12-2025,Maharashtra,Mumbai Suburban,400053,0,3
07-12-2025,Maharashtra,Mumbai Suburban,400059,3,6
07-12-2025,Maharashtra,Mumbai Suburban,400064,5,8
07-12-2025,Maharashtra,Mumbai Suburban,400067,3,0
07-12-2025,Maharashtra,Mumbai Suburban,400068,2,1
07-12-2025,Maharashtra,Mumbai Suburban,400071,1,0
07-12-2025,Maharashtra,Mumbai Suburban,400075,1,2
07-12-2025,Maharashtra,Mumbai Suburban,400084,0,2
08-12-2025,Maharashtra,Mumbai Suburban,400065,12,6
08-12-2025,Maharashtra,Mumbai Suburban,400068,16,11
08-12-2025,Maharashtra,Mumbai Suburban,400071,10,7
08-12-2025,Maharashtra,Mumbai Suburban,400076,1,6
08-12-2025,Maharashtra,Mumbai Suburban,400077,8,4
08-12-2025,Maharashtra,Mumbai Suburban,400079,20,8
08-12-2025,Maharashtra,Mumbai Suburban,400083,10,19
08-12-2025,Maharashtra,Mumbai Suburban,400091,1,1
08-12-2025,Maharashtra,Mumbai Suburban,400092,10,8
08-12-2025,Maharashtra,Mumbai Suburban,400097,13,9
08-12-2025,Maharashtra,Mumbai Suburban,400099,4,3
08-12-2025,Maharashtra,Mumbai Suburban,400101,10,22
09-12-2025,Maharashtra,Mumbai Suburban,400029,31,3
09-12-2025,Maharashtra,Mumbai Suburban,400052,4,4
09-12-2025,Maharashtra,Mumbai Suburban,400055,16,12
09-12-2025,Maharashtra,Mumbai Suburban,400057,1,0
09-12-2025,Maharashtra,Mumbai Suburban,400064,5,6
09-12-2025,Maharashtra,Mumbai Suburban,400071,30,9
09-12-2025,Maharashtra,Mumbai Suburban,400074,20,9
09-12-2025,Maharashtra,Mumbai Suburban,400086,31,17
09-12-2025,Maharashtra,Mumbai Suburban,400098,13,1
09-12-2025,Maharashtra,Mumbai Suburban,400099,6,4
09-12-2025,Maharashtra,Mumbai Suburban,400103,6,1
09-12-2025,Maharashtra,Mumbai Suburban,400104,5,19
10-12-2025,Maharashtra,Mumbai Suburban,400024,6,4
10-12-2025,Maharashtra,Mumbai Suburban,400042,13,4
10-12-2025,Maharashtra,Mumbai Suburban,400050,12,14
10-12-2025,Maharashtra,Mumbai Suburban,400067,48,30
10-12-2025,Maharashtra,Mumbai Suburban,400078,24,20
10-12-2025,Maharashtra,Mumbai Suburban,400081,8,4
10-12-2025,Maharashtra,Mumbai Suburban,400094,1,1
10-12-2025,Maharashtra,Mumbai Suburban,400097,46,21
10-12-2025,Maharashtra,Mumbai Suburban,400101,19,22
11-12-2025,Maharashtra,Mumbai Suburban,400029,36,4
11-12-2025,Maharashtra,Mumbai Suburban,400043,84,63
11-12-2025,Maharashtra,Mumbai Suburban,400063,6,4
11-12-2025,Maharashtra,Mumbai Suburban,400069,8,5
11-12-2025,Maharashtra,Mumbai Suburban,400070,75,21
11-12-2025,Maharashtra,Mumbai Suburban,400088,16,13
11-12-2025,Maharashtra,Mumbai Suburban,400089,11,3
11-12-2025,Maharashtra,Mumbai Suburban,400094,0,1
23-10-2025,Maharashtra,Mumbai Suburban,400094,3,5
30-11-2025,Maharashtra,Mumbai Suburban,400043,17,4
30-11-2025,Maharashtra,Mumbai Suburban,400058,0,1
30-11-2025,Maharashtra,Mumbai Suburban,400089,1,2
30-11-2025,Maharashtra,Mumbai Suburban,400092,1,1
29-11-2025,Maharashtra,Mumbai Suburban,400051,23,8
29-11-2025,Maharashtra,Mumbai Suburban,400057,6,1
29-11-2025,Maharashtra,Mumbai Suburban,400065,14,9
29-11-2025,Maharashtra,Mumbai Suburban,400069,8,3
29-11-2025,Maharashtra,Mumbai Suburban,400074,11,6
29-11-2025,Maharashtra,Mumbai Suburban,400077,4,3
29-11-2025,Maharashtra,Mumbai Suburban,400081,11,5
29-11-2025,Maharashtra,Mumbai Suburban,400082,1,1
29-11-2025,Maharashtra,Mumbai Suburban,400088,21,20
01-12-2025,Maharashtra,Mumbai Suburban,400055,70,12
01-12-2025,Maharashtra,Mumbai Suburban,400058,43,10
01-12-2025,Maharashtra,Mumbai Suburban,400069,8,8
01-12-2025,Maharashtra,Mumbai Suburban,400078,21,25
01-12-2025,Maharashtra,Mumbai Suburban,400087,1,0
01-12-2025,Maharashtra,Mumbai Suburban,400097,16,15
01-12-2025,Maharashtra,Mumbai Suburban,400104,14,21
28-09-2025,Maharashtra,Mumbai Suburban,400042,0,3
28-09-2025,Maharashtra,Mumbai Suburban,400052,0,4
28-09-2025,Maharashtra,Mumbai Suburban,400082,0,3
28-09-2025,Maharashtra,Mumbai Suburban,400095,3,12
05-10-2025,Maharashtra,Mumbai Suburban,400049,0,3
05-10-2025,Maharashtra,Mumbai Suburban,400050,0,8
05-10-2025,Maharashtra,Mumbai Suburban,400054,0,4
05-10-2025,Maharashtra,Mumbai Suburban,400069,0,6
05-10-2025,Maharashtra,Mumbai Suburban,400094,1,5
05-10-2025,Maharashtra,Mumbai Suburban,400098,0,2
27-11-2025,Maharashtra,Mumbai Suburban,400050,16,13
27-11-2025,Maharashtra,Mumbai Suburban,400063,7,5
27-11-2025,Maharashtra,Mumbai Suburban,400069,27,3
27-11-2025,Maharashtra,Mumbai Suburban,400078,42,17
27-11-2025,Maharashtra,Mumbai Suburban,400079,18,4
27-11-2025,Maharashtra,Mumbai Suburban,400080,12,13
27-11-2025,Maharashtra,Mumbai Suburban,400086,55,14
27-11-2025,Maharashtra,Mumbai Suburban,400089,2,8
27-11-2025,Maharashtra,Mumbai Suburban,400091,5,9
27-11-2025,Maharashtra,Mumbai Suburban,400102,32,11
28-11-2025,Maharashtra,Mumbai Suburban,400029,60,2
28-11-2025,Maharashtra,Mumbai Suburban,400042,9,8
28-11-2025,Maharashtra,Mumbai Suburban,400051,40,25
28-11-2025,Maharashtra,Mumbai Suburban,400064,16,9
28-11-2025,Maharashtra,Mumbai Suburban,400084,6,2
28-11-2025,Maharashtra,Mumbai Suburban,400087,0,2
28-11-2025,Maharashtra,Mumbai Suburban,400092,14,6
02-10-2025,Maharashtra,Mumbai Suburban,400075,0,9
02-10-2025,Maharashtra,Mumbai Suburban,400077,0,4
02-10-2025,Maharashtra,Mumbai Suburban,400081,0,5
02-10-2025,Maharashtra,Mumbai Suburban,400093,0,4
30-11-2025,Maharashtra,Mumbai Suburban,400103,1,0
30-11-2025,Maharashtra,Mumbai Suburban,400104,2,0
21-09-2025,Maharashtra,Mumbai Suburban,400029,0,3
21-09-2025,Maharashtra,Mumbai Suburban,400061,0,4
21-09-2025,Maharashtra,Mumbai Suburban,400071,0,5
21-09-2025,Maharashtra,Mumbai Suburban,400078,2,14
25-11-2025,Maharashtra,Mumbai Suburban,400024,1,5
25-11-2025,Maharashtra,Mumbai Suburban,400042,6,4
25-11-2025,Maharashtra,Mumbai Suburban,400043,56,49
25-11-2025,Maharashtra,Mumbai Suburban,400052,3,0
25-11-2025,Maharashtra,Mumbai Suburban,400053,15,2
25-11-2025,Maharashtra,Mumbai Suburban,400055,38,8
25-11-2025,Maharashtra,Mumbai Suburban,400058,39,8
25-11-2025,Maharashtra,Mumbai Suburban,400061,4,6
25-11-2025,Maharashtra,Mumbai Suburban,400065,7,6
25-11-2025,Maharashtra,Mumbai Suburban,400069,22,3
25-11-2025,Maharashtra,Mumbai Suburban,400077,13,2
25-11-2025,Maharashtra,Mumbai Suburban,400080,12,11
25-11-2025,Maharashtra,Mumbai Suburban,400082,5,1
25-11-2025,Maharashtra,Mumbai Suburban,400083,14,11
25-11-2025,Maharashtra,Mumbai Suburban,400086,30,8
25-11-2025,Maharashtra,Mumbai Suburban,400089,6,4
25-11-2025,Maharashtra,Mumbai Suburban,400092,13,19
25-11-2025,Maharashtra,Mumbai Suburban,400094,3,2
25-11-2025,Maharashtra,Mumbai Suburban,400097,25,21
25-11-2025,Maharashtra,Mumbai Suburban,400104,16,16
26-11-2025,Maharashtra,Mumbai Suburban,400042,6,1
26-11-2025,Maharashtra,Mumbai Suburban,400056,5,3
26-11-2025,Maharashtra,Mumbai Suburban,400057,4,0
26-11-2025,Maharashtra,Mumbai Suburban,400059,15,6
26-11-2025,Maharashtra,Mumbai Suburban,400061,2,8
26-11-2025,Maharashtra,Mumbai Suburban,400066,16,3
26-11-2025,Maharashtra,Mumbai Suburban,400072,46,18
26-11-2025,Maharashtra,Mumbai Suburban,400078,32,6
26-11-2025,Maharashtra,Mumbai Suburban,400079,19,5
26-11-2025,Maharashtra,Mumbai Suburban,400084,9,4
26-11-2025,Maharashtra,Mumbai Suburban,400097,33,26
26-11-2025,Maharashtra,Mumbai Suburban,400098,2,1
26-11-2025,Maharashtra,Mumbai Suburban,400102,26,9
08-09-2025,Maharashtra,Mumbai Suburban,400057,1,6
08-09-2025,Maharashtra,Mumbai Suburban,400074,0,17
08-09-2025,Maharashtra,Mumbai Suburban,400098,0,4
26-10-2025,Maharashtra,Mumbai Suburban,400056,0,2
26-10-2025,Maharashtra,Mumbai Suburban,400061,0,8
26-10-2025,Maharashtra,Mumbai Suburban,400063,0,14
26-10-2025,Maharashtra,Mumbai Suburban,400077,0,2
02-12-2025,Maharashtra,Mumbai Suburban,400042,5,2
02-12-2025,Maharashtra,Mumbai Suburban,400075,8,2
02-12-2025,Maharashtra,Mumbai Suburban,400091,1,5
02-12-2025,Maharashtra,Mumbai Suburban,400094,2,2
02-12-2025,Maharashtra,Mumbai Suburban,400101,19,33
02-12-2025,Maharashtra,Mumbai Suburban,400104,13,14
06-12-2025,Maharashtra,Mumbai Suburban,400024,4,10
06-12-2025,Maharashtra,Mumbai Suburban,400061,8,3
06-12-2025,Maharashtra,Mumbai Suburban,400063,0,3
06-12-2025,Maharashtra,Mumbai Suburban,400066,9,12
06-12-2025,Maharashtra,Mumbai Suburban,400074,9,5
06-12-2025,Maharashtra,Mumbai Suburban,400083,6,8
06-12-2025,Maharashtra,Mumbai Suburban,400088,3,4
